"Zone","Date","Region","Prov","nMortal","nGraveInj","nMinorInj","nInvolv","nPedest","nBikes","nMotor","Vel","Escaped","Weather","TrafficInf","WeatherInf","LightInf","VisionInf","Intersect","Surface","DayGroup","HourGroup","AccType"
"Urban",2010-03-30,"PEstany","Girona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-11-26,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-02-05,"Selva","Girona",1,0,1,1,0,0,1,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","NARoadExit"
"Road",2010-07-31,"Bergueda","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Road",2010-05-01,"BPenedes","Tarragona",0,1,0,1,0,0,1,"60","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2010-03-19,"Maresme","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-06-26,"Barcelones","Barcelona",1,0,2,2,0,1,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2010-06-28,"Maresme","Barcelona",0,1,0,2,1,0,1,"20","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-11-01,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2010-04-28,"BPenedes","Tarragona",0,1,0,2,0,0,2,"30","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Road",2010-07-21,"Tarragones","Tarragona",0,1,2,3,0,0,3,"100","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-11-17,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-08-04,"Garraf","Barcelona",1,0,0,2,0,0,2,"90","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2010-05-12,"VOccidental","Barcelona",0,1,5,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-09-03,"Barcelones","Barcelona",0,1,2,4,0,0,4,"100","No","Good","Yes","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2010-04-13,"Acamp","Tarragona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-05-01,"VOriental","Barcelona",0,1,2,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2010-04-26,"Bages","Barcelona",0,1,3,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2010-07-29,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Afternoon","Rollover"
"Road",2010-05-18,"Barcelones","Barcelona",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","Rollover"
"Road",2010-10-20,"BPenedes","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","Other"
"Road",2010-09-15,"Tarragones","Tarragona",0,1,2,3,0,0,3,"70","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-05-29,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Road",2010-11-10,"AEmporda","Girona",0,1,1,2,0,0,2,"100","No","Good","No","No","Yes","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-09-04,"Selva","Girona",0,1,1,4,0,0,4,NA,"No","Good","Yes","No","No","NA","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2010-11-25,"BCamp","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2010-05-05,"VOccidental","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2010-03-19,"Acamp","Tarragona",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2010-11-17,"Maresme","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2010-08-31,"VOriental","Barcelona",0,1,0,2,0,1,1,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Afternoon","Rollover"
"Road",2010-02-11,"AEmporda","Girona",0,1,1,2,0,0,2,"100","No","Good","No","No","Yes","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-06-03,"Garraf","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-04-06,"Maresme","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","NA","Inside","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2010-09-03,"VOccidental","Barcelona",0,1,0,2,1,0,1,"40","NA","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2010-03-09,"Barcelones","Barcelona",1,1,0,2,0,0,2,"100","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2010-04-29,"Bages","Barcelona",1,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2010-05-19,"BLlobregat","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitObstacle"
"Urban",2011-10-07,"Osona","Barcelona",0,1,0,2,0,1,1,NA,"Yes","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2011-06-15,"Bages","Barcelona",0,1,1,2,0,0,2,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2011-01-11,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2011-01-26,"Barcelones","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2011-04-10,"VOccidental","Barcelona",0,1,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2011-05-01,"VOccidental","Barcelona",0,1,1,1,0,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Night","HitObstacle"
"Urban",2011-08-19,"Selva","Girona",1,0,0,2,0,0,2,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2011-07-13,"VOriental","Barcelona",0,1,0,1,0,0,1,"70","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","NARoadExit"
"Urban",2011-07-01,"Anoia","Barcelona",0,1,0,2,1,0,1,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2011-05-21,"Ugerll","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2011-11-11,"Montsia","Tarragona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","Yes","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2011-01-15,"PEstany","Girona",0,1,3,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Night","HitObstacle"
"Road",2011-04-01,"BEbre","Tarragona",0,1,2,2,0,0,2,"70","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2011-11-19,"Acamp","Tarragona",0,1,0,1,0,1,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Urban",2011-08-08,"Segria","Lleida",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2011-08-17,"Segarra","Lleida",1,0,6,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2011-11-04,"Bergueda","Barcelona",0,1,2,3,0,0,3,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Morning","HitVehicle/s"
"Road",2011-10-28,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2011-08-06,"PUrgell","Lleida",0,1,3,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2011-11-15,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"30","No","WeakRain","No","No","No","NA","InSection","Wet","Weekday","Afternoon","HitVehicle/s"
"Road",2011-07-28,"BEbre","Tarragona",0,1,0,2,0,0,2,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2011-08-25,"Segarra","Lleida",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","NARoadExit"
"Urban",2011-02-25,"VOriental","Barcelona",1,0,1,2,0,0,2,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2011-11-04,"VOccidental","Barcelona",0,1,3,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2011-10-19,"VOriental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","RunOver"
"Road",2011-10-19,"AEmporda","Girona",1,0,0,1,0,1,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitObstacle"
"Urban",2011-07-09,"Bages","Barcelona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2011-12-20,"BLlobregat","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2011-01-21,"PEstany","Girona",0,1,0,2,0,0,2,"40","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2011-06-23,"BLlobregat","Barcelona",1,0,0,2,1,0,1,NA,"No","Good","No","No","Yes","Yes","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2011-05-17,"BPenedes","Tarragona",0,1,0,2,1,0,1,"40","No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2011-05-09,"VOccidental","Barcelona",0,1,0,2,1,0,1,"30","No","Good","No","No","Yes","No","Arriving","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2011-05-23,"Barcelones","Barcelona",0,1,0,2,1,0,1,"0","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Urban",2011-12-20,"Maresme","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2011-11-09,"Tarragones","Tarragona",0,1,0,2,1,0,1,NA,"NA","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2011-08-29,"VOriental","Barcelona",0,1,0,1,0,0,1,"40","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","Rollover"
"Urban",2011-03-26,"Barcelones","Barcelona",0,1,0,1,0,0,1,"40","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitObstacle"
"Road",2011-10-29,"Osona","Barcelona",0,2,2,3,0,0,3,"90","No","Good","No","No","Yes","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2011-10-26,"Maresme","Barcelona",0,2,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2011-05-24,"BLlobregat","Barcelona",0,1,1,2,0,0,2,"50","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2011-04-17,"BCamp","Tarragona",0,1,0,2,1,0,1,"30","No","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Road",2011-03-12,"Bages","Barcelona",0,2,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Urban",2011-09-19,"Barcelones","Barcelona",1,0,0,2,0,0,2,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Road",2012-07-14,"BCamp","Tarragona",1,0,1,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitObstacle"
"Road",2012-05-26,"BEmporda","Girona",2,3,1,3,0,0,3,"90","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Road",2012-01-02,"APenedes","Barcelona",0,1,0,3,0,0,3,"60","No","Good","No","No","No","Yes","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2012-10-24,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2012-05-01,"Bages","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2012-08-11,"Selva","Girona",1,0,1,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Night","HitVehicle/s"
"Urban",2012-08-19,"Barcelones","Barcelona",1,0,0,1,0,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2012-05-27,"BEmporda","Girona",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Urban",2012-07-08,"VOccidental","Barcelona",0,1,0,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Road",2012-08-08,"Osona","Barcelona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","NARoadExit"
"Urban",2012-01-03,"VOccidental","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2012-05-12,"Osona","Girona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","NARoadExit"
"Road",2012-04-29,"VOccidental","Barcelona",0,1,0,3,0,0,3,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitObstacle"
"Urban",2012-07-24,"AEmporda","Girona",0,1,0,1,0,0,1,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","Rollover"
"Urban",2012-04-28,"Barcelones","Barcelona",0,1,2,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","HitVehicle/s"
"Urban",2012-11-06,"Garrotxa","Girona",0,1,0,2,1,0,1,"100","No","WeakRain","No","No","No","No","InSection","Wet","Weekday","Afternoon","RunOver"
"Urban",2012-08-08,"Barcelones","Barcelona",0,1,0,1,0,0,1,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Road",2012-10-06,"AEmporda","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","NARoadExit"
"Road",2012-05-03,"BLlobregat","Barcelona",0,1,0,1,0,0,1,"30","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Night","HitObstacle"
"Urban",2012-01-25,"Osona","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2012-08-24,"Barcelones","Barcelona",0,1,3,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2012-06-21,"VOccidental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2012-10-30,"Garraf","Barcelona",0,1,0,2,1,0,1,"100","No","StrongRain","No","Yes","Yes","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2012-06-21,"VOccidental","Barcelona",0,1,0,2,0,0,2,"50","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2012-08-13,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2012-12-05,"Girones","Girona",0,1,0,1,0,0,1,"40","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Afternoon","Rollover"
"Urban",2012-11-07,"VOriental","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2012-08-21,"AEmporda","Girona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","RunOver"
"Road",2012-06-14,"APenedes","Barcelona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","HitObstacle"
"Road",2012-10-11,"AUrgell","Lleida",0,1,0,1,0,0,1,"80","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","NARoadExit"
"Road",2012-03-21,"Selva","Girona",0,2,0,2,0,0,2,"100","No","StrongRain","No","Yes","No","No","InSection","Wet","Weekday","Morning","HitVehicle/s"
"Road",2012-02-18,"VOriental","Barcelona",1,0,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2012-07-29,"Bergueda","Barcelona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","RunOver"
"Road",2012-01-28,"VOccidental","Barcelona",0,2,1,2,0,0,2,"100","No","WeakRain","No","Yes","No","No","InSection","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2012-12-05,"Barcelones","Barcelona",0,1,0,2,1,0,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2012-01-09,"BLlobregat","Barcelona",0,1,2,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2012-08-31,"Acamp","Tarragona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","RunOver"
"Road",2012-03-03,"TerraAlta","Tarragona",0,1,0,1,0,0,1,"999","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Afternoon","Other"
"Road",2012-07-08,"AEmporda","Girona",0,1,1,1,0,0,1,"90","No","Good","No","No","No","No","InSection","Dry&Clean","Weekend","Morning","Rollover"
"Road",2012-11-26,"Tarragones","Tarragona",0,1,1,2,0,0,2,"60","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2012-07-06,"VAran","Lleida",0,1,0,2,0,0,2,"60","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2012-03-07,"Barcelones","Barcelona",0,1,1,2,0,1,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2012-09-10,"Osona","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","NARoadExit"
"Urban",2012-05-16,"BLlobregat","Barcelona",0,1,1,1,0,0,1,NA,"No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitObstacle"
"Urban",2012-01-18,"Barcelones","Barcelona",0,1,0,2,0,1,1,NA,"No","Good","No","No","No","NA","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2012-10-03,"TerraAlta","Tarragona",0,1,0,2,0,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Urban",2012-06-18,"BEmporda","Girona",0,1,0,1,0,1,0,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
"Urban",2012-05-04,"APenedes","Barcelona",0,1,0,2,0,0,2,NA,"No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Night","HitVehicle/s"
"Urban",2012-04-20,"Barcelones","Barcelona",0,1,0,2,1,0,1,"100","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","RunOver"
"Urban",2012-04-21,"Selva","Girona",0,1,0,1,0,0,1,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Night","NARoadExit"
"Road",2013-08-12,"Garraf","Barcelona",0,1,0,2,0,0,2,"100","No","Good","No","No","No","No","Arriving","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-07-19,"VOriental","Barcelona",1,0,0,1,1,0,0,"100","Yes","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Night","RunOver"
"Urban",2013-11-15,"BLlobregat","Barcelona",0,1,0,2,0,0,2,"30","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Morning","HitVehicle/s"
"Road",2013-04-18,"BCamp","Tarragona",1,0,0,2,0,0,2,"80","No","Good","No","No","No","No","Inside","Dry&Clean","Weekday","Afternoon","HitVehicle/s"
"Urban",2013-05-17,"VOccidental","Barcelona",0,1,0,3,0,0,3,"100","Yes","Good","No","No","No","No","Arriving","Dry&Clean","Weekend","Afternoon","HitVehicle/s"
"Urban",2013-10-11,"APenedes","Barcelona",0,1,0,2,1,0,1,NA,"NA","Good","No","No","No","No","Inside","Dry&Clean","Weekend","Afternoon","RunOver"
"Urban",2013-05-09,"Barcelones","Barcelona",1,0,0,1,0,0,1,"100","No","Good","No","No","No","No","InSection","Dry&Clean","Weekday","Afternoon","HitObstacle"
